tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:405057,10,,"Bouzas Maneiro, Jessica",,,ESP,,sr:competitor:182056,,,"Robbe, Alice",,,FRA,,2-6 3-6,3,round_of_32,,1,4,54,30,20,10,5,,12,3,9,60,32,16,7,2,,10,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:380704,2,,"Snigur, Daria",,,UKR,,sr:competitor:299308,,,"Smith, Tina Nadine",,,AUS,,7-5 6-2,3,round_of_32,,0,0,65,54,34,9,9,,10,3,4,68,42,26,13,6,,7,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:245295,12,,"Waltert, Simona",,,CHE,,sr:competitor:103375,,,"Serban, Raluca Georgiana",,,CYP,,6-7 6-4 3-6,3,round_of_32,,1,6,131,87,59,17,11,,8,1,4,97,63,40,17,10,,16,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:467037,,,"Kudermetova, Polina",,,,,sr:competitor:202623,14,,"Zavatska, Katarina",,,UKR,,7-5 6-2,3,round_of_32,,7,7,73,42,32,13,8,,7,3,0,62,41,27,5,5,,9,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:75281,1,,"Peterson, Rebecca",,,SWE,,sr:competitor:25831,,,"Abduraimova, Nigina",,,UZB,,6-3 6-4,3,round_of_32,,2,3,57,35,31,12,10,,5,6,1,55,37,25,11,7,,1,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:369524,,,"Erjavec, Veronika",,,SVN,,sr:competitor:448081,16,,"Noha Akugue, Noma",,,DEU,,6-7 7-6 6-4,3,round_of_32,,1,3,127,121,70,2,12,,12,0,8,119,109,64,1,11,,16,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:128638,7,,"Sebov, Katherine",,,CAN,,sr:competitor:445651,,,"Kolodynska, Jana",,,,,6-4 6-4,3,round_of_32,,0,5,71,55,38,7,8,,8,3,1,63,38,24,10,6,,5,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:119496,,,"McPhee, Kaylah",,,AUS,,sr:competitor:568715,4,,"Semenistaja, Darja",,,LVA,,3-6 4-6,3,round_of_32,,0,1,61,51,30,5,7,,8,1,3,54,37,21,6,4,,5,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:26120,15,,"Marino, Rebecca",,,CAN,,sr:competitor:165866,,,"Miyazaki, Yuriko Lily",,,GBR,,6-7 6-3 3-6,3,round_of_32,,10,2,114,84,57,15,13,,4,3,8,100,77,54,10,13,,11,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:157150,,,"Boskovic, Lea",,,HRV,,sr:competitor:303814,9,,"Tikhonova, Anastasia",,,,,6-1 6-2,3,round_of_32,,3,1,55,35,26,12,8,,9,3,4,51,30,16,8,3,,1,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:341112,,,"Zakharova, Anastasia",,,,,sr:competitor:467035,6,,"Timofeeva, Maria",,,,,6-7 4-6,3,round_of_32,,0,5,66,61,39,0,7,,14,2,8,83,73,40,2,6,,4,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:99429,,,"Hule, Petra",,,AUS,,sr:competitor:261583,13,,"Li, Ann",,,USA,,7-5 6-7 6-4,3,round_of_32,,4,8,113,84,51,14,11,,20,6,2,116,80,47,16,9,,17,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:762762,,,"Seidel, Ella",,,DEU,,sr:competitor:246941,3,,"Lys, Eva",,,DEU,,3-6 2-6,3,round_of_32,,2,1,47,25,16,10,5,,23,0,6,93,65,30,10,2,,7,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:65656,2,,"Ferro, Fiona",,,FRA,,sr:competitor:90814,8,,"Teichmann, Jil",,,CHE,,1-6 3-6,3,qualification_final,,1,0,49,45,26,9,8,,7,3,0,45,40,17,5,4,,0,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:771430,5,,"Naef, Celine",,,CHE,,sr:competitor:405057,10,,"Bouzas Maneiro, Jessica",,,ESP,,2-6 6-3 6-0,3,qualification_final,,3,2,90,64,43,11,9,,13,0,4,77,47,23,18,6,,9,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:380704,2,,"Snigur, Daria",,,UKR,,sr:competitor:245295,12,,"Waltert, Simona",,,CHE,,6-1 6-3,3,qualification_final,,0,0,58,48,31,4,7,,7,0,4,47,33,15,6,3,,6,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:75281,1,,"Peterson, Rebecca",,,SWE,,sr:competitor:467037,,,"Kudermetova, Polina",,,,,6-2 3-6 6-1,3,qualification_final,,4,5,85,58,39,16,11,,11,8,3,85,44,24,24,8,,7,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:119496,,,"McPhee, Kaylah",,,AUS,,sr:competitor:369524,,,"Erjavec, Veronika",,,SVN,,7-5 6-3,3,qualification_final,,0,2,69,47,34,9,9,,7,1,1,68,40,23,15,6,,5,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:128638,7,,"Sebov, Katherine",,,CAN,,sr:competitor:157150,,,"Boskovic, Lea",,,HRV,,7-5 3-6 6-1,3,qualification_final,,1,0,83,66,41,9,10,,13,2,1,93,57,31,18,8,,9,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:26120,15,,"Marino, Rebecca",,,CAN,,sr:competitor:341112,,,"Zakharova, Anastasia",,,,,2-6 3-6,3,qualification_final,,10,3,52,32,25,13,9,,6,3,2,68,40,23,14,5,,3,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:762762,,,"Seidel, Ella",,,DEU,,sr:competitor:99429,,,"Hule, Petra",,,AUS,,4-6 6-1 6-0,3,qualification_final,,2,4,70,41,31,13,9,,10,6,8,67,38,22,9,5,,4,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:675189,,,"Preston, Taylah",,,AUS,,sr:competitor:653839,,,"Ercan, Melisa",,,AUS,,0-6 4-6,3,round_of_32,,0,6,48,23,19,15,8,,13,3,6,58,36,23,7,4,,1,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:150574,,,"Bondar, Anna",,,HUN,,sr:competitor:208105,,,"Arango, Emiliana",,,COL,,6-2 6-2,3,round_of_32,,8,0,43,29,22,8,7,,13,0,4,64,33,17,12,3,,2,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:343160,,,"Volynets, Katie",,,USA,,sr:competitor:273017,,,"Mandlik, Elizabeth",,,USA,,2-6 0-6,3,round_of_32,,0,1,38,29,24,5,7,,6,0,7,39,12,9,7,2,,2,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:52025,6,,"Wang, Yafan",,,CHN,,sr:competitor:978117,,,"Jones, Emerson",,,AUS,,6-4 6-2,3,round_of_32,,7,2,64,35,24,17,8,,14,3,8,71,45,27,11,5,,4,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:172590,4,,"Burrage, Jodie Anna",,,GBR,,sr:competitor:58053,,,"Sharma, Astra",,,AUS,,2-6 4-6,3,round_of_32,,3,2,49,26,23,15,9,,4,4,0,54,29,18,13,6,,1,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:72450,2,,"Hibino, Nao",,,JPN,,sr:competitor:128638,,,"Sebov, Katherine",,,CAN,,2-6 3-6,3,round_of_32,,0,1,59,41,28,9,7,,9,0,3,60,43,24,4,4,,4,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:119496,,,"McPhee, Kaylah",,,AUS,,sr:competitor:111189,7,,"Zarazua, Renata",,,MEX,,3-6 7-6 4-6,3,round_of_32,,12,0,108,83,59,13,14,,13,1,5,107,89,58,5,11,,6,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:53789,,,"Dart, Harriet",,,GBR,,sr:competitor:50655,,,"Friedsam, Anna-Lena",,,DEU,,6-3 4-6 3-6,3,round_of_32,,5,9,101,49,30,26,9,,17,1,6,97,70,41,11,8,,18,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:252223,5,,"Rakhimova, Kamilla",,,,,sr:competitor:75281,,,"Peterson, Rebecca",,,SWE,,4-6 4-6,3,round_of_32,,4,2,66,41,29,14,8,,7,6,2,59,41,27,8,6,,7,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:329535,,,"Tauson, Clara",,,DNK,,sr:competitor:48455,1,,"Golubic, Viktorija",,,CHE,,2-6 4-6,3,round_of_32,,5,0,51,28,21,13,7,,9,0,4,68,42,23,10,4,,5,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:49171,,,"Parrizas Diaz, Nuria",,,ESP,,sr:competitor:771430,,,"Naef, Celine",,,CHE,,6-3 6-1,3,round_of_32,,0,3,48,28,21,11,7,,8,1,2,49,29,16,7,3,,3,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:662273,,,"Andreeva, Erika",,,,,sr:competitor:26120,,,"Marino, Rebecca",,,CAN,,6-4 6-3,3,round_of_32,,3,3,62,39,30,14,9,,9,7,3,68,37,24,14,6,,7,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:64968,3,,"Dodin, Oceane",,,FRA,,sr:competitor:380704,,,"Snigur, Daria",,,UKR,,7-6 6-3,3,round_of_32,,15,1,71,49,40,13,11,,1,6,1,57,42,29,10,9,,1,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:776340,,,"Joint, Maya",,,AUS,,sr:competitor:19202,8,,"Errani, Sara",,,ITA,,6-2 6-3,3,round_of_32,,2,2,58,38,26,7,7,,5,0,0,39,25,14,3,3,,3,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:762762,,,"Seidel, Ella",,,DEU,,sr:competitor:155890,,,"Stefanini, Lucrezia",,,ITA,,1-6 5-7,3,round_of_32,,1,5,62,43,25,10,6,,10,2,1,56,45,20,4,3,,7,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:65656,,,"Ferro, Fiona",,,FRA,,sr:competitor:64085,,,"Pigossi, Laura",,,BRA,,7-6 6-2,3,round_of_32,,4,3,59,39,35,10,10,,10,1,1,91,69,45,8,8,,0,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:150574,,,"Bondar, Anna",,,HUN,,sr:competitor:172590,4,,"Burrage, Jodie Anna",,,GBR,,6-4 3-6 6-3,3,round_of_16,,9,5,109,61,48,18,12,,5,6,3,73,51,36,12,11,,13,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:64968,3,,"Dodin, Oceane",,,FRA,,sr:competitor:662273,,,"Andreeva, Erika",,,,,7-6 6-7 6-4,3,round_of_16,,9,11,134,78,55,23,13,,11,18,3,128,86,58,19,12,,18,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:72450,2,,"Hibino, Nao",,,JPN,,sr:competitor:675189,,,"Preston, Taylah",,,AUS,,1-6 7-5 1-6,3,round_of_16,,2,3,98,69,43,18,11,,10,0,4,80,53,28,11,7,,14,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:776340,,,"Joint, Maya",,,AUS,,sr:competitor:762762,,,"Seidel, Ella",,,DEU,,7-5 3-6 4-6,3,round_of_16,,2,8,94,61,42,20,13,,7,1,7,89,56,39,14,11,,8,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:53789,,,"Dart, Harriet",,,GBR,,sr:competitor:52025,6,,"Wang, Yafan",,,CHN,,3-6 6-1 1-6,3,round_of_16,,1,1,80,49,32,15,9,,9,1,5,78,49,32,12,7,,7,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:49171,,,"Parrizas Diaz, Nuria",,,ESP,,sr:competitor:252223,5,,"Rakhimova, Kamilla",,,,,6-4 0-6 6-3,3,round_of_16,,0,1,75,49,29,13,8,,8,0,5,86,45,28,23,9,,8,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:329535,,,"Tauson, Clara",,,DNK,,sr:competitor:65656,,,"Ferro, Fiona",,,FRA,,6-3 4-6 6-3,3,round_of_16,,7,5,94,59,36,18,10,,12,2,5,102,63,38,16,8,,10,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:343160,,,"Volynets, Katie",,,USA,,sr:competitor:119496,,,"McPhee, Kaylah",,,AUS,,2-6 2-6,3,round_of_16,,0,0,48,34,24,11,8,,11,1,1,55,40,21,7,4,,2,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:343160,,,"Volynets, Katie",,,USA,,sr:competitor:150574,,,"Bondar, Anna",,,HUN,,6-2 6-3,3,quarterfinal,,0,1,61,49,34,7,9,,7,0,2,48,30,20,8,5,,2,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:329535,,,"Tauson, Clara",,,DNK,,sr:competitor:776340,,,"Joint, Maya",,,AUS,,6-4 6-2,3,quarterfinal,,6,2,51,31,27,11,9,,6,2,2,55,31,18,13,6,,1,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:53789,,,"Dart, Harriet",,,GBR,,sr:competitor:72450,2,,"Hibino, Nao",,,JPN,,6-3 6-0,3,quarterfinal,,3,3,49,31,20,10,6,,9,0,3,49,33,15,4,1,,5,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:49171,,,"Parrizas Diaz, Nuria",,,ESP,,sr:competitor:329535,,,"Tauson, Clara",,,DNK,,4-6 6-7,3,semifinal,,4,1,78,53,30,17,8,,6,2,2,63,43,27,8,7,,5,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:53789,,,"Dart, Harriet",,,GBR,,sr:competitor:343160,,,"Volynets, Katie",,,USA,,5-7 6-3 5-7,3,semifinal,,1,6,133,84,48,21,10,,17,1,3,112,90,48,12,9,,23,,,,
sr:competition:41644,"WTA 125K Canberra, Australia Women Singles",,,wta_125,2023-12-30,,sr:competitor:49171,,,"Parrizas Diaz, Nuria",,,ESP,,sr:competitor:53789,,,"Dart, Harriet",,,GBR,,6-4 6-3,3,final,,0,2,60,43,32,6,8,,9,2,4,70,41,26,11,6,,5,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:50643,4,,"Lukas, Tena",,,HRV,,sr:competitor:720629,,,"Ristic, Mia",,,SRB,,6-4 7-5,3,qualification_round_1,,9,7,72,40,28,17,9,,8,5,1,74,48,29,11,7,,4,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:128638,5,,"Sebov, Katherine",,,CAN,,sr:competitor:64606,,,"Cabaj Awad, Jacqueline",,,SWE,,6-4 1-6 0-6,3,qualification_round_1,,2,4,70,52,37,7,9,,14,0,5,66,42,22,4,4,,5,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:496372,,,"Koevermans, Anouk",,,NLD,,sr:competitor:595220,,,"Stakusic, Marina",,,CAN,,3-6 7-5 5-7,3,qualification_round_1,,2,9,109,97,48,1,7,,19,2,12,102,81,43,3,6,,16,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:655811,3,,"Avdeeva, Julia",,,,,sr:competitor:40142,,,"Ormaechea, Paula",,,ARG,,6-2 6-3,3,qualification_round_1,,3,6,44,19,17,12,6,,13,0,1,68,49,20,10,3,,4,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:18919,6,,"Lepchenko, Varvara",,,USA,,sr:competitor:234158,,,"Lanca, Sara",,,PRT,,2-6 0-6,3,qualification_round_1,,0,1,37,25,18,6,6,,9,2,3,47,22,11,6,1,,1,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:215476,,,"Siskova, Anna",,,CZE,,sr:competitor:233478,,,"Bayerlova, Michaela",,,CZE,,3-6 2-6,3,qualification_round_1,,0,5,59,52,33,1,6,,10,0,7,49,40,21,0,2,,6,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:55309,8,,"Lee, Gabriela",,,ROU,,sr:competitor:955435,,,"Suciu, Amalia",,,PRT,,1-6 1-6,3,qualification_round_1,,2,7,36,20,19,9,7,,6,1,2,38,14,7,8,2,,0,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:194690,7,,"Mateas, Maria",,,USA,,sr:competitor:18731,,,"Paszek, Tamira",,,AUT,,3-6 3-6,3,qualification_round_1,,2,2,59,34,19,18,7,,10,2,3,61,42,24,5,4,,7,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:453301,,,"Jorge, Matilde",,,PRT,,sr:competitor:64191,,,"Santos, Ana Filipa",,,PRT,,6-2 7-5,3,round_of_32,,2,8,78,48,32,11,7,,15,2,1,85,59,32,9,4,,9,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:50643,4,,"Lukas, Tena",,,HRV,,sr:competitor:128638,5,,"Sebov, Katherine",,,CAN,,6-2 6-2,3,qualification_final,,1,8,66,40,32,9,7,,11,1,2,44,26,12,7,3,,11,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:496372,,,"Koevermans, Anouk",,,NLD,,sr:competitor:18919,6,,"Lepchenko, Varvara",,,USA,,6-4 3-6 6-3,3,qualification_final,,1,9,104,70,49,12,11,,10,3,4,86,61,42,9,10,,11,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:55309,8,,"Lee, Gabriela",,,ROU,,sr:competitor:215476,,,"Siskova, Anna",,,CZE,,1-6 6-3 1-6,3,qualification_final,,0,6,86,56,29,15,7,,11,1,1,73,54,23,9,4,,8,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:194690,7,,"Mateas, Maria",,,USA,,sr:competitor:655811,3,,"Avdeeva, Julia",,,,,5-7 2-6,3,qualification_final,,1,3,60,41,24,9,6,,11,4,10,59,27,15,11,3,,6,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:329535,4,,"Tauson, Clara",,,DNK,,sr:competitor:256447,,,"Monnet, Carole",,,FRA,,6-3 6-1,3,round_of_32,,4,2,63,37,23,15,7,,11,1,4,59,29,15,12,3,,10,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:111189,7,,"Zarazua, Renata",,,MEX,,sr:competitor:256547,,,"Parks, Alycia",,,USA,,0-6 2-6,3,round_of_32,,0,0,41,24,20,10,7,,9,1,13,42,19,11,5,2,,2,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:49171,,,"Parrizas Diaz, Nuria",,,ESP,,sr:competitor:194690,,,"Mateas, Maria",,,USA,,3-6 6-4 3-6,3,round_of_32,,1,1,94,69,47,13,9,,14,0,2,97,72,42,10,6,,15,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:655811,,,"Avdeeva, Julia",,,,,sr:competitor:627278,,,"Eala, Alexandra",,,PHL,,2-6 6-4 6-4,3,round_of_32,,10,15,106,55,37,18,8,,13,3,6,96,60,35,15,8,,19,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:50643,,,"Lukas, Tena",,,HRV,,sr:competitor:496372,,,"Koevermans, Anouk",,,NLD,,1-6 4-6,3,round_of_32,,0,2,50,33,16,8,4,,13,5,6,48,37,11,2,1,,7,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:517296,,,"Falei, Aliona",,,,,sr:competitor:675189,,,"Preston, Taylah",,,AUS,,6-4 6-2,3,round_of_32,,7,4,55,39,31,5,8,,7,1,4,54,37,20,9,5,,4,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:53789,5,,"Dart, Harriet",,,GBR,,sr:competitor:788730,,,"Garcia, Maria",,,PRT,,2-6 4-6,3,round_of_32,,0,4,52,16,10,21,6,,7,0,2,49,32,11,9,3,,8,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:588069,6,,"Bai, Zhuoxuan",,,CHN,,sr:competitor:155890,,,"Stefanini, Lucrezia",,,ITA,,7-6 7-5,3,round_of_32,,0,3,78,56,37,10,8,,10,0,4,91,70,35,12,7,,8,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:198488,,,"Jones, Francesca",,,GBR,,sr:competitor:124804,2,,"Masarova, Rebeka",,,ESP,,7-6 2-6 6-1,3,round_of_32,,0,8,90,53,37,16,10,,13,7,6,90,54,37,17,10,,12,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:18919,,,"Lepchenko, Varvara",,,USA,,sr:competitor:71034,8,,"Sramkova, Rebecca",,,SVK,,6-7 5-7,3,round_of_32,,1,3,83,64,42,8,9,,10,2,0,93,68,35,17,8,,5,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:315609,,,"Kraus, Sinja",,,AUT,,sr:competitor:106341,,,"Knutson, Gabriela",,,CZE,,7-6 6-1,3,round_of_32,,3,0,71,42,30,13,8,,13,4,6,74,47,27,10,5,,7,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:33593,,,"Mladenovic, Kristina",,,FRA,,sr:competitor:128638,,,"Sebov, Katherine",,,CAN,,4-6 2-6,3,round_of_32,,1,3,63,43,28,9,7,,9,0,3,59,38,21,10,4,,6,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:67757,1,,"Pera, Bernarda",,,USA,,sr:competitor:50643,,,"Lukas, Tena",,,HRV,,3-6 6-1 6-3,3,round_of_16,,2,6,80,61,41,7,9,,15,2,12,85,51,36,7,7,,8,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:210716,,,"Lamens, Suzan",,,NLD,,sr:competitor:208105,,,"Arango, Emiliana",,,COL,,7-5 6-2,3,round_of_32,,0,1,55,28,19,15,7,,11,0,4,68,53,25,6,4,,5,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:210558,,,"Jorge, Francisca",,,PRT,,sr:competitor:341112,,,"Zakharova, Anastasia",,,,,3-6 6-1 6-4,3,round_of_32,,1,0,77,57,28,11,7,,19,1,5,89,45,28,15,5,,11,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:517296,,,"Falei, Aliona",,,,,sr:competitor:588069,6,,"Bai, Zhuoxuan",,,CHN,,4-6 4-6,3,round_of_16,,2,5,73,39,24,15,6,,12,2,2,65,47,22,7,4,,11,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:329535,4,,"Tauson, Clara",,,DNK,,sr:competitor:49171,,,"Parrizas Diaz, Nuria",,,ESP,,6-3 6-4,3,round_of_16,,1,2,68,36,24,15,7,,8,0,2,71,52,23,11,4,,7,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:453301,,,"Jorge, Matilde",,,PRT,,sr:competitor:53789,5,,"Dart, Harriet",,,GBR,,6-3 6-1,3,round_of_16,,0,6,59,47,33,2,6,,11,1,9,55,40,21,2,2,,8,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:33593,,,"Mladenovic, Kristina",,,FRA,,sr:competitor:198488,,,"Jones, Francesca",,,GBR,,6-4 7-6,3,round_of_16,,1,6,71,51,29,7,5,,13,0,2,95,67,31,13,4,,11,,,,
sr:competition:42159,"WTA 125K Oeiras, Portugal Women Singles",,,wta_125,2024-04-14,,sr:competitor:210716,,,"Lamens, Suzan",,,NLD,,sr:competitor:655811,,,"Avdeeva, Julia",,,,,5-7 0-6,3,round_of_16,,3,6,61,40,27,7,6,,15,7,11,76,42,25,9,2,,8,,,,
